question,category,company,question_at
11-4. factorial pattern을 직접 작성했을 때 생길 수 있는 문제점,infra,더스팟,2025
11-4. constexpr가 뭔지 아는가?,infra,더스팟,2025
11-4. Shallow Copy와 Deep Copy의 차이는?,infra,더스팟,2025
11-4. Smart Pointer가 뭔지 아는가?,infra,더스팟,2025
"12. 이때까지 했던 것 중, 취업하면 어떤 분야에 취업하거나 연구하고 싶은지?",infra,더스팟,2025
13. 개발환경은?,infra,더스팟,2025
14. 가장 좋아하는 빌드 플랫폼,infra,더스팟,2025
15-1. TS 시작 프로젝트가 뭔가?,infra,더스팟,2025
15-2. 네이티브랑 하이브리드 중 뭐가 좋은지?,infra,더스팟,2025
15-3. 네이티브를 사용해야하는 경우가 어떤 것이 있는지,infra,더스팟,2025
16. 개발공부하면서 재미를 느끼는 부분은?,infra,더스팟,2025
16-1. 보안 중 어떤 부분이 가장 궁금한가?,infra,더스팟,2025
16-2. 바이너리 단에서 OS를 취약하게 접근할 수 있는 예시,infra,더스팟,2025
"16-3. VScode에서 Scanf 명령어를 사용하면 빨간줄이 나오는 데, 그 이유는?",infra,더스팟,2025
"17-1. 앱잼 참가했었는데, 참가한 프로젝트에 대해 설명해 주세요.",infra,더스팟,2025
"17-2. 프로젝트 진행에 문제가 있었다고 했는 데, 어떤 문제였는지?",infra,더스팟,2025
17-3. 본인이 생각하는 이상적인 상사는?,infra,더스팟,2025
17-4. 더스팟을 알고 있는지?,infra,더스팟,2025
17-5. 입사 포부?,infra,더스팟,2025
1. 자기소개 부탁드립니다.,back,잉카인터넷,2025
"2. 잉카인터넷에 어떻게 지원하게 되었고, 어떤 점에서 매력을 느끼셨나요?",back,잉카인터넷,2025
3. 잉카인터넷 제품 중에서 기억에 남거나 흥미 있었던 솔루션은 무엇인가요?,back,잉카인터넷,2025
4. 왜 일반고가 아닌 소프트웨어 마이스터고등학교에 진학하셨나요?,back,잉카인터넷,2025
5. 입학 후 실제 경험해보니 생각과 달랐던 점이나 좋았던 점은 무엇이었나요?,back,잉카인터넷,2025
6. 고등학교 3년 동안 웹 개발에 대부분 시간을 투자하셨나요?,back,잉카인터넷,2025
7. 백엔드 관련 질문을 하면 몇 년 정도 공부한 걸로 보면 될까요?,back,잉카인터넷,2025
8. 대학교 수준의 질문을 해도 괜찮을까요?,back,잉카인터넷,2025
9. 최근에 관심 있게 본 웹 개발 관련 기사나 기술은 무엇이 있나요?,back,잉카인터넷,2025
"10. JWT 관련 질문인데, 인증과 인가의 차이점을 설명해 주세요.",back,잉카인터넷,2025
11. 인증을 구현할 수 있는 방식에는 어떤 것들이 있나요?,back,잉카인터넷,2025
12. 인가는 어떤 방식으로 구현할 수 있나요?,back,잉카인터넷,2025
"13. 프로젝트에서 AOP를 성능 모니터링 용도로 사용하셨다는데, Filter, Interceptor, AOP의 차이는 무엇이고 왜 AOP를 선택하셨나요?",back,잉카인터넷,2025
14. 일반적으로 Filter나 Interceptor는 어떤 역할을 하나요?,back,잉카인터넷,2025
15. 고등학교 과정 중 본인이 가장 많은 시간을 투자한 기술 영역은 무엇인가요?,back,잉카인터넷,2025
"16. 자바를 공부하셨다면, 자바의 어떤 분야에 시간을 많이 쏟으셨나요?",back,잉카인터넷,2025
17. 자랑할 만한 자바 로직이 있다면 소개해 주세요.,back,잉카인터넷,2025
"18. 무중단 배포를 구현하셨다고 했는데, 무중단을 지원하지 않는 환경에서 이를 어떻게 구현할 수 있을까요?",back,잉카인터넷,2025
19. 데이터베이스도 포함한 무중단 배포를 하려면 어떤 방식을 사용할 수 있을까요?,back,잉카인터넷,2025
20. 프록시 서버를 사용한 DB 장애 대비 방식에 대해 알고 계신가요?,back,잉카인터넷,2025
"21. 새로운 테이블 추가, 구조 변경 등 스키마 변경이 필요한 상황에서는 어떻게 배포 전략을 설계하나요?",back,잉카인터넷,2025
22. 도메인 라우팅 시스템에 대해 설명해 주실 수 있나요?,back,잉카인터넷,2025
23. RDB와 NoSQL의 차이점을 설명해 주세요.,back,잉카인터넷,2025
24. 데이터베이스에서 파티셔닝과 샤딩의 차이점을 알고 계신가요?,back,잉카인터넷,2025
25. 파티셔닝 기준 키는 어떤 방식으로 설정하는 것이 적절하다고 생각하나요?,back,잉카인터넷,2025
26. 동기와 비동기의 차이점은 무엇인가요?,back,잉카인터넷,2025
27. ELK Stack이나 도커 등 최근 많이 사용하는 인프라 기술 중 학습한 것이 있나요?,back,잉카인터넷,2025
28. 평소 어떤 방식으로 개발 관련 공부를 하시나요?,back,잉카인터넷,2025
29. 가장 아끼는 개발 관련 책이나 강의는 무엇인가요?,back,잉카인터넷,2025
30. 디자인 패턴 중 알고 있는 이름을 몇 가지 말해 주세요.,back,잉카인터넷,2025
31. 싱글톤 패턴은 왜 사용하나요?,back,잉카인터넷,2025
32. 객체지향 프로그래밍의 개념과 원칙은 무엇인가요?,back,잉카인터넷,2025
33. 절차지향과 객체지향의 실행 속도 차이에 대해 어떻게 생각하시나요?,back,잉카인터넷,2025
34. REST와 RESTful의 차이는 무엇인가요?,back,잉카인터넷,2025
35. 세션 방식이 있음에도 불구하고 토큰 방식이 도입된 이유는 무엇인가요?,back,잉카인터넷,2025
36. 토큰 재사용과 위변조를 막기 위한 보완책은 무엇인가요?,back,잉카인터넷,2025
37. HTTP와 HTTPS의 차이는 무엇인가요?,back,잉카인터넷,2025
38. 제네릭 프로그래밍이란 무엇인가요?,back,잉카인터넷,2025
"39. SQL을 충분히 학습하셨다고 했는데, FULL OUTER JOIN에 대해 설명해 주세요.",back,잉카인터넷,2025
40. 자바 로직 구현 실력이 학교 내에서 상위 몇 % 정도라고 생각하시나요?,back,잉카인터넷,2025
41. 웹 개발 전체 기술을 포함하면 본인의 실력은 상위 몇 % 정도인가요?,back,잉카인터넷,2025
"42. 해당 수준은 팀 프로젝트 등 실제 경험 기반인가요, 개인적인 추측인가요?",back,잉카인터넷,2025
43. 프론트엔드 기술에 대해서는 어느 정도 알고 계신가요?,back,잉카인터넷,2025
44. 어떤 서비스를 만들고 싶은 개발자인가요?,back,잉카인터넷,2025
45. 본인이 잘하는데 면접에서 질문이 안 나왔다고 느낀 기술이 있다면 무엇인가요?,back,잉카인터넷,2025
46. 클린 아키텍처란 무엇인가요?,back,잉카인터넷,2025
47. 클린 아키텍처는 MSA(마이크로서비스 아키텍처)와 어떤 관계인가요?,back,잉카인터넷,2025
48. 서울에서 자취하며 근무하는 데에 부담은 없으신가요?,back,잉카인터넷,2025
49. 3개월 실습 후 채용으로 전환되지 않을 가능성에 대해 어떻게 생각하시나요?,back,잉카인터넷,2025
지원동기,front,미르니,2025
프론트 선택한이유,front,미르니,2025
캐주얼한 프로젝트 좋아하는지,front,미르니,2025
백엔드나 ai 전향의사 있는지,front,미르니,2025
디자이너와 소통 잘하는지,front,미르니,2025
3년뒤 어떤 개발자가 될지,front,미르니,2025
10년뒤 기획이나 기술 매니저중 더 관심있는거,front,미르니,2025
- 오늘 인터뷰를 위해 드래프타입에 대해 개인적으로 알아본 것은?,design,드래프타입,2025
- (양승만님)링크드인을 조회 했을 때 개인적으로 흥미로웠거나 개인적으로 궁금했던 것,design,드래프타입,2025
- 애드타입에 대해 알아봤을 때 어떤 점이 가장 흥미롭게 느껴졌나요?,design,드래프타입,2025
- 소프트웨어마이스터고를 처음에 선택하게 된 판단 배경,design,드래프타입,2025
"- 소프트웨어마이스터고에서 프로덕트 디자이너라는 진로를 선택하게 된 계기, 판단기준",design,드래프타입,2025
- 직장인으로서의 개인적인 꿈과 목표,design,드래프타입,2025
- 창업이나 강의를 제작하는 것을 왜 지금 당장 못한다고 생각하시나요?,design,드래프타입,2025
- 선임이 있는 환경이 필요한가요?,design,드래프타입,2025
- 어떤 방식으로 성장하는 것이 효율적이었나요?,design,드래프타입,2025
- 어떤 기술을 활용한 프로젝트를 경험하고 싶나요?,design,드래프타입,2025
- AI 기술을 활용한 프로젝트를 하고자 하는데 어떤 개인적인 욕망이 있어서 하고자 하는 건가요?,design,드래프타입,2025
- 어떤 AI들을 사용해봤는지,design,드래프타입,2025
"- AI를 쓸 때 주의해야할 점, Ai를 잘 활용하기 위해 내가 길러야 하는 역량",design,드래프타입,2025
- AI를 더 잘 활용하기 위해 기르고있는 역랑은 무엇인가요?,design,드래프타입,2025
- AI가 아닌 나와 일해야하는 이유,design,드래프타입,2025
- 회사를 왜 창업하고 싶어하는가?,design,드래프타입,2025
- 창업가가 되기 위해서 가장 절실하게 필요한 경험과 역량은 무엇인가?,design,드래프타입,2025
- 좋은 기획은 무엇이라고 생각하는가?,design,드래프타입,2025
- 좋은 기획을 경험했던 적이 있나요?,design,드래프타입,2025
- 어떤 사람이랑 같이 일할 때 특히 재밌나요?,design,드래프타입,2025
"- 어떠한 장점이 있고, 어떠한 약점이 있는가?",design,드래프타입,2025
- UX 디자이너와 프로덕트 디자이너의 차이점은?,design,드래프타입,2025
- 평소에 어디에서 어떻게 디자인 아이디어를 얻는가?,design,드래프타입,2025
- 현재 하는 프로젝트나 요즘에 관심을 가지고 학습하는 일이 무엇인가요?,design,드래프타입,2025
- 좋은 디자인이란 무엇인가?,design,드래프타입,2025
- 좋은 UX란 무엇인가?,design,드래프타입,2025
- 좋은 UX를 만들기 위한 프레임워크는?(현재 내가 좋은 UX를 만들기 위해 실천하고 있는 것),design,드래프타입,2025
- 회사가 디자이너를 필요로 하는 이유,design,드래프타입,2025
(역질문) 팀원 구성은 어떻게 되어있나요?,design,드래프타입,2025
(역질문) 입사 후 첫 3개월 동안 맡을 주요 업무는 어떤 것인가요?,design,드래프타입,2025
(역질문) 팀 내 의사결정은 어떤 프로세스로 이루어지나요?,design,드래프타입,2025
(역질문) 팀의 문화는 어떤가요?,design,드래프타입,2025
1. 자기소개,front,달파,2025
2. 어떤 프로젝트가 가장 인상 깊었냐,front,달파,2025
3. 마루에서 어떤 역할을 맡았냐,front,달파,2025
4. 진행 하시면서 어려웠던 일,front,달파,2025
5. 사용자들의 요구사항을 받아서 처리한 경험이 있냐,front,달파,2025
"6. 사용자(즉, 선생님)들의 요구사항을 받아서 처리한 경험이 있냐
(면접관님은 사용자 입장에서 말씀을 드린 것 같은데 잘못 이해해서 피드백을 처리한 경험을 말해서 한번 더 질문을 받음.)",front,달파,2025
7. 캐리어 프로젝트가 흥미로운데 해당 부분에서 어떤 부분을 맡았냐,front,달파,2025
8. 어떤식으로 협업을 하냐,front,달파,2025
9. 이런식으로 협업을 하시는 것 같은데 자세하게 설명해달라,front,달파,2025
10. 마루에서 recoil을 사용하신 이유를 설명해달라,front,달파,2025
11. 저희도 Presigned URL을 사용하는데 Presigned URL에 대해 설명해달라,front,달파,2025
12. 따로 여러개의 파일을 처리하기 위해서 Presigned URL이 작동하는 구조가 존재하냐,front,달파,2025
"13. Presigned URL을 사용하셨는데, 파일의 최대 사이즈를 어떻게 지정했냐",front,달파,2025
"14. 준비한 질문이 다 떨어졌는데, 하시고 싶은 말씀 있으시냐",front,달파,2025
1. 간단히 자기소개 해주세요.,back,달파,2025
2. 프로젝트 경험을 공유해주세요.,back,달파,2025
3. 팀장으로서 어려운 점이 있었나요?,back,달파,2025
"4. 웹 크롤링 경험이 있는데 왜, ? 하게 되었나요",back,달파,2025
5. 인간관계에서 어려웠던 점이 있었나요?,back,달파,2025
6. 웹 크롤링 경험에 대해 깊이 있게 설명해주시겠어요?,back,달파,2025
7. 프로젝트를 하며 가장 어려웠던 순간은 무엇이었나요?,back,달파,2025
8. 입사 이후 약간 다른 직무를 맡게 되어도 괜찮으신가요?,back,달파,2025
9. 회사에 여쭤보고 싶은 점 있으신가요?,back,달파,2025
1. 대표 프젝 설명해주세요.,back,사이버다임,2025
2. 대용량 서비스를 구상해야 할 때 어떤 아키텍처가 좋을 거 같나요?,back,사이버다임,2025
3. 3. java는 왜 선택? 사용하였나요?,back,사이버다임,2025
4. 다른 언어(node)와 비교했을 때 생산성 문제는 없나요?,back,사이버다임,2025
5. 어떤 버전 사용하시나요? (자바),back,사이버다임,2025
6. 백엔드는 언제부터 공부하셨나요?,back,사이버다임,2025
7. 완성된 프로젝트에서 갑작스럽게 로그를 추가해야 하는데 어떤 방식이 좋을 거 같나요?,back,사이버다임,2025
8. airport-pus 서비스 소개 중 실시간이라는 키워드가 있는데 설명가능하신가요?,back,사이버다임,2025
1. 간단한 자기 소개,ai,U2SR,2025
2. 요즘 읽고 있는 책,ai,U2SR,2025
3. 게임 좋아하는지(SW를 일상생활에서 많이 접할 수 있는 것이 게임이라서 묻는다고 덧붙임),ai,U2SR,2025
4. 원하는 직무 분야가 어떤 것인가,ai,U2SR,2025
5. 운동 좋아하는지,ai,U2SR,2025
6. 성격은 어떤지,ai,U2SR,2025
7. 질문 또는 입사 후 포부,ai,U2SR,2025
"8. 취업 후 대학에 진학할 생각이 있는지, 미래 진로를 어떤 방식으로 구상하고 있는지",ai,U2SR,2025
9. ai 개발할 때 어떤 언어를 쓰는가?,ai,U2SR,2025
10. Python 기반으로 만든 모델을 C# 환경에서 불라와서 써본 적이 있는가?,ai,U2SR,2025
11. openCV 사용하였나?,ai,U2SR,2025
12. change detection에 대해 아는가?,ai,U2SR,2025
13. 바로우산 프로젝트 소개에 PCB 회로 설계 내용이 있던데 이것도 다 할줄 아는가?,ai,U2SR,2025
14. 라즈베리파이에서 C# 환경 어디서 돌렸나? CPU? GPU? mono 사용하였나?,ai,U2SR,2025
15. TCP 통신 사용할 줄 아는가?,ai,U2SR,2025
16. yolo 모델은 그럼 어디에 활용할 것인가?,ai,U2SR,2025
"17. 다른 친구들은 자격증을 적어놓았는데, 학생은 자격증이 없는 것인가? (포트폴리오에 있었음)",ai,U2SR,2025
1. 이번 면접이 첫 면접인가?,embedded,우리웍스,2025
2. 큐오티 면접 보러가나?,embedded,우리웍스,2025
3. MQTT 통신 방법 선정 이유?,embedded,우리웍스,2025
4. MQTT 트래픽 이슈 해결 방법?,embedded,우리웍스,2025
5. 겨울 캠프는 어떤 방식으로 진행되었는가?,embedded,우리웍스,2025
1. 이번 면접이 첫 면접인가?,embedded,우리웍스,2025
2. Epoch 설정을 왜 15로만 했나? (파이썬 AI 관련 질문),embedded,우리웍스,2025
3. 현장실습 학생 언제부터 컨택받을 수 있나?,embedded,우리웍스,2025
"4. AI 관련 코드들은 어떻게 쓴 거냐, 책에서 배웠냐 사이트 참고한 게 있나?",embedded,우리웍스,2025
1. 이번 면접이 처음인가?,embedded,우리웍스,2025
2. 학교에서 어쩌다 회사를 소개해줬고 알게 됐나?,embedded,우리웍스,2025
3. 우리 회사에 대해서 궁금한 점,embedded,우리웍스,2025
4. 우리 회사에 대해서 알고 있는 것,embedded,우리웍스,2025
5. PCB 한 거 보여줄 수 있나?,embedded,우리웍스,2025
6. 눈에띄네는 어떤 프로젝트인가?,embedded,우리웍스,2025
7. 포유에서 겟포스트 방식을 사용한 이유,embedded,우리웍스,2025
8. 겟포스트 방식에서 슬래쉬(/)를 많이 사용한 이유,embedded,우리웍스,2025
"1. 포트폴리오 보며 프로젝트에 대해 상세 설명(과정에서 있었던 트러블, 사용한 기술)",embedded,큐오티,2025
2. PCB는 어디까지 만들어봤는가? (2층 레이어?),embedded,큐오티,2025
3. 좋아하는 운동은?,embedded,큐오티,2025
4.취미는 무엇인가?,embedded,큐오티,2025
5. 각자 어디 살고 있나?,embedded,큐오티,2025
6. 회사에 입사하게 된다면 포부,embedded,큐오티,2025
7. 회사에 입사하게 된다면 어떤 일을 하고 싶나?,embedded,큐오티,2025
8. 마이스터고에 입학한 이유,embedded,큐오티,2025
9. 임베과에 진학하게 된 계기/이유,embedded,큐오티,2025
10. SW개발과는 무엇을 하는가?,embedded,큐오티,2025
11. 병특에 대한 생각 + 군대에 대한 생각,embedded,큐오티,2025
12. 방위산업체에 대한 생각,embedded,큐오티,2025
13. 여친 있는가?,embedded,큐오티,2025
꿈이 뭔가요?,front,바카티오,2025
ㄴ 왜 그런꿈을 가지게 됐나요?,front,바카티오,2025
개발자로서의 꿈이 뭔가요?,front,바카티오,2025
ㄴ 세미나 좋아하시나요?,front,바카티오,2025
ㄴ 가장 인상 깊었던 세미나가 있나요?,front,바카티오,2025
ㄴ 그것으로 인해 본인이 바뀐게 있나요?,front,바카티오,2025
지금은 어떤 것에 시간을 가장 많이 쓰고있나요?,front,바카티오,2025
ㄴ어떤 것을 개발하고있나요? (졸작),front,바카티오,2025
ㄴ몇명에서 개발하고 있나요? (졸작),front,바카티오,2025
개발하면서 힘들었던 경험이 있나요?,front,바카티오,2025
백엔드 개발 해봤나요?,front,바카티오,2025
ㄴapi 짤수있나요??,front,바카티오,2025
본인이 생각하는 본인의 개발실력은 어느정도라고 생각하나요?(어느정도까지 개발할 수 있겠는지),front,바카티오,2025
번아웃 왔을때 대처법이 뭔가요?,front,바카티오,2025
스트레스를 가장 많이 받았던 일은 뭔가요?,front,바카티오,2025
가장 큰 성과와 실패한 경험은 뭔가요?,front,바카티오,2025
남이 평가하는 내 성격은 어떤가요?,front,바카티오,2025
같이 일하고 싶은 팀원과 일 하기 싫은 팀원은 무슨 타입이 있나요?,front,바카티오,2025
리더가 본인과 정 반대의 성향이라면 어떻게 생활하실건가요?,front,바카티오,2025
본인은 남의 말을 경청하는 스타일 vs 의견을 내는 스타일,front,바카티오,2025
본인의 협업 스타일은 어떤가요?,front,바카티오,2025
본인의 장정과 단점은 뭔가요?,front,바카티오,2025
Ioj mvp테스트를 진행하고 받은 피드백은 뭐가 있었나요? 그것을 어떻게 해결했나요?,front,바카티오,2025
ㄴ ui적인 피드백은 어떤것이 있었나요?,front,바카티오,2025
마이스터고 온 이유가 뭔가요?,front,바카티오,2025
본인을 뽑아야하는 이유와 뽑지 말아야하는 이유가 뭔가요?,front,바카티오,2025
바카티오에 지원한 이유가 뭔가요?,front,바카티오,2025
리더로 참여하면서 협업하기 힘들었던 팀원과 해결방법이 뭔가요?,front,바카티오,2025
요즘 고민이 뭔가요?,front,바카티오,2025
회사에 어떤것을 기대하고 있나요?,front,바카티오,2025
ㄴ 유지보수하는일 vs 새로운것을 만드는일,front,바카티오,2025
코딩이 아직 재밌나요?,front,바카티오,2025
문제풀이 (20분),infra,리얼시큐,2025
Windows와 Unix의 차이,infra,리얼시큐,2025
Real-Time OS가 무엇인지,infra,리얼시큐,2025
strcpy()와 memcpy()의 차이점,infra,리얼시큐,2025
콘솔에서 “Hello World~”를 출력할 수 있는 코드 작성 (언어 무관),infra,리얼시큐,2025
strcpy()를 c언어로 구현,infra,리얼시큐,2025
간단한 자기소개,infra,리얼시큐,2025
부산소프트웨어마이스터고등학교에 진학한 이유,infra,리얼시큐,2025
코딩을 언제 처음 접했는지,infra,리얼시큐,2025
학교 커리큘럼 소개,infra,리얼시큐,2025
진행했던 프로젝트 소개,infra,리얼시큐,2025
서비스 기능과 보안중 어떤것이 중요하다 생각하는지,infra,리얼시큐,2025
협업할때 만약 본인이 이미 많은 테스크가 있는데 다른 부서에서 다른일을 준다면 어떻게 대처할건가요?,front,바카티오,2025
지금 런칭 예정중인 ai로 여행 지역 추천해주는 서비스가 있는데 그 서비스에 들어가면 좋을만한 아이디어 말해주세요,front,바카티오,2025
ㄴ 그 아이디어가 들어가면 본인은 사용할 것 같나요?,front,바카티오,2025
유지보수해야할 부분이있는데 먼저 배포를 하고 수정 vs 수정을 모두 마친 후 배포,front,바카티오,2025
ㄴ 본인이 생각하는 좋은 ux란 무엇인가요?,front,바카티오,2025
ㄴ 본인이 생각하는 유지보수란 무엇인가요?,front,바카티오,2025
ㄴ 본인이 유지보수해서 얻은 성과는 뭐가 있나요?,front,바카티오,2025
ㄴ 유지보수했던 과정을 설명해주세요,front,바카티오,2025
ㄴ 유지보수하는 과정에서 하나 고치고 배포하는 형식으로 진행했나요?,front,바카티오,2025
협업하면서 스트레스 받았던 경험을 말해주세요,front,바카티오,2025
본인의 장점과 단점을 말해주세요,front,바카티오,2025
ㄴ 개발자로서의 장점과 단점을 말해주세요,front,바카티오,2025
백엔드 개발 할 줄 아시나요?,front,바카티오,2025
배포 해봤나요?,front,바카티오,2025
회사에 기대하는 부분은 어떤게 있나요?,front,바카티오,2025
내가 원하는 일을 못하게 되거나 처음 해보는 일을 하게 된다면 어떻게 할것인가요?,front,바카티오,2025
qa 진행한 경혐이 있나요?,front,바카티오,2025
스타트업이다보니 개발 속도가 중요한데 입사하게 된다면 많은 일을 빠르게 처리해야하는데 괜찮나요?,front,바카티오,2025
ai에 대해 어떻게 생각하고 있나요?,front,바카티오,2025
ㄴ ai를 어떻게 사용하고 있나요?,front,바카티오,2025
개발자로서 본인이 뛰어나다고 생각하는 부분은 뭔가요,front,바카티오,2025
개발관련 트러블슈팅을 설명해주세요,front,바카티오,2025
궁금한거 질문 해 주세요,front,바카티오,2025
회사에 오기 전에 런칭예정인 앱을 사용해보고 오면 좋을 것 같다고 하셨음,front,바카티오,2025
간단한 자기 소개,embedded,썬컴,2025
면접이 처음인지?,embedded,썬컴,2025
ㄴ 이전의 면접 분위기는 어땠는지?,embedded,썬컴,2025
MBTI가 무엇인가요?,embedded,썬컴,2025
전공 동아리 프로젝트(어딧노)에 대한 간략한 설명 요구,embedded,썬컴,2025
ㄴ 전공 동아리 제도에 대한 질문(전학년이 다 하는 건가요? 몇 명으로 구성되어 있나요? 반드시 하나의 전공 동아리에 들어야 하나요?),embedded,썬컴,2025
ㄴ 전공 동아리 진행 과정에서 갈등을 겪었던 적은 없는지? 어떻게 해결했는지?,embedded,썬컴,2025
ㄴ 전공 동아리 진행 과정에서 본인이 맡은 역할 구체적으로 설명,embedded,썬컴,2025
"ㄴ 전공 동아리에서 본인이 맡은 역할(하드웨어) 외에 다른 부분(프론트, AI 등)은 전혀 할줄 모르는지?",embedded,썬컴,2025
ㄴ 노션에 정리된 포트폴리오 중 코드 부분을 인쇄하여 해당 코드에 대한 설명 요구,embedded,썬컴,2025
사이드 프로젝트(졸업작품전)에 대한 간략한 설명 요구,embedded,썬컴,2025
입사하게 되면 스트레스 받는 일이 많을 텐데 스트레스를 푸는 본인만의 방식?,embedded,썬컴,2025
취미는 무엇인가요?,embedded,썬컴,2025
ㄴ (유튜브 시청과 게임이라고 답하자) 어떤 유튜브 채널을 즐겨 보나요? 그 채널에 대해 간단히 설명해줄래요? 가장 잘하는 게임은 무엇인가요?,embedded,썬컴,2025
매일 통학하나요? 기숙사에서 생활하나요?,embedded,썬컴,2025
ㄴ (기숙사라고 답하자) 현장실습을 시작하게 되어도 학교 기숙사에서 통근 하나요? (집에서 다닌다고 답하자) 집은 어디인가요? 어떻게 출근할 예정인가요?,embedded,썬컴,2025
"이력서와 포트폴리오를 보니 OPEN CV에 대한 언급이 많이 나오는데, 이 부분에 대해서는 본인이 얼마나 알고 있나요?",embedded,썬컴,2025
포트폴리오에 제시한 기술 스택 중 본인이 가장 자신 있는 기술은 무엇인가요?,embedded,썬컴,2025
"ㄴ (기술 선택 후) 그 기술을 상 중 하로 나눈다면, 어느 수준이라고 볼 수 있나요?",embedded,썬컴,2025
파이썬은 얼마 만큼 다룰 줄 아나요?,embedded,썬컴,2025
"(현장 실습생에게 높은 수준의 기술을 요구하지는 않는다는 말을 한 후) 배우고자 하는 태도와 열정이 가장 중요한데, 그 부분이 준비가 되어 있나요?",embedded,썬컴,2025
"ㄴ 업무 특성상 사수와 함께 현장 방문(출장)을 가야 하는 경우도 많은데, 괜찮은가요?",embedded,썬컴,2025
회사에 대해 더 궁금한 점이 있나요?,embedded,썬컴,2025
"현장 실습을 하게 된다면, 회사에 이것 만큼은 해주셨으면 좋겠다 혹은 하지 않으셨으면 좋겠다 하는 게 있나요?",embedded,썬컴,2025
"포트폴리오에 제시된 여러 서술 중 본인이 한 것이 아닌 느낌이 나는 부분에 대해서는 모두 짚어내며 구체적으로 물어봤음
(본인이 한 건지 팀원이 한 건지, 해당 기술/코드를 본인도 구사할 수 있는 것인지, 회사에 들어와서 이 부분을 써야 할 수도 있는데 가능한지 등)",embedded,썬컴,2025
못 먹는 음식이 있나요?,embedded,썬컴,2025
PCB 말고 다른 관심사가 무엇인가요?,embedded,썬컴,2025
팀원과의 갈등이 생겼을 때 대처 방안은?,embedded,썬컴,2025